geneid,pval.1v2,pval.1v3,pval.2v3,padj.1v2,padj.1v3,padj.2v3,l2fc.1v2,l2fc.1v3,l2fc.2v3,grp1_median,grp2_median,grp3_median,external_gene_name,description,entrezgene_id
ENSG00000126878,0.218164654,0.0084324,0.226675932,0.379995227,0.078890841,0.613061339,-0.166974425,-0.316361439,-0.149387014,852,1101.5,1182,AIF1L,allograft inflammatory factor 1 like [Source:HGNC Symbol;Acc:HGNC:28904],83543
ENSG00000120256,0.218390956,0.589890439,0.409592491,0.380098319,0.804379506,0.758481305,-0.106756745,-0.04155665,0.065200096,423,447.5,404,LRP11,LDL receptor related protein 11 [Source:HGNC Symbol;Acc:HGNC:16936],84918
ENSG00000126603,0.218375301,0.118078032,0.866057518,0.380098319,0.367110804,0.963031255,0.172963132,0.194619314,0.021656182,441,423.5,341,GLIS2,GLIS family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:29450],84662
ENSG00000130312,0.218333274,0.180581961,0.96117766,0.380098319,0.459584384,0.991135671,-0.114807986,-0.110669009,0.004138977,1321,1561.5,1498,MRPL34,mitochondrial ribosomal protein L34 [Source:HGNC Symbol;Acc:HGNC:14488],64981
ENSG00000182117,0.218302018,0.410984385,0.58217193,0.380098319,0.681634874,0.851202523,-0.108085173,-0.064046508,0.044038665,722,701,737,NOP10,NOP10 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14378],55505
ENSG00000254612,0.218370754,0.773234761,0.104153235,0.380098319,0.906301518,0.457963327,0.19720962,-0.040643821,-0.237853441,70,55,65,AP001000.1,"similar to DnaJ (Hsp40) homolog, subfamily B, member 6 pseudogene",
ENSG00000128039,0.218453646,0.212274405,0.89529534,0.380133865,0.497530104,0.970944178,-0.113116791,-0.10211871,0.010998081,175,197,190,SRD5A3,steroid 5 alpha-reductase 3 [Source:HGNC Symbol;Acc:HGNC:25812],79644
ENSG00000228526,0.218468728,0.318655959,0.70492726,0.380133865,0.602885978,0.906464291,-0.323046725,-0.232687748,0.090358977,59,79,61,MIR34AHG,MIR34A host gene [Source:HGNC Symbol;Acc:HGNC:51913],
ENSG00000174171,0.218668301,0.988713087,0.173073825,0.380421181,0.996758129,0.556356615,-0.210206346,0.002142241,0.212348587,1081,1479.5,1084,AC020659.1,"novel transcript, antisense to SPTBN5",
ENSG00000196975,0.21869875,0.163967303,0.00689128,0.380421181,0.436741334,0.130697712,-0.13712393,0.13802018,0.27514411,423,537,404,ANXA4,annexin A4 [Source:HGNC Symbol;Acc:HGNC:542],307
ENSG00000198113,0.21871994,0.483501079,0.504442645,0.380421181,0.735909737,0.813910904,0.134882019,0.068055939,-0.06682608,687,722.5,690,TOR4A,torsin family 4 member A [Source:HGNC Symbol;Acc:HGNC:25981],54863
ENSG00000167191,0.218841195,0.199654918,0.918349413,0.38058215,0.48297316,0.977757667,-0.122334779,-0.113033764,0.009301015,3363,3934.5,3484,GPRC5B,G protein-coupled receptor class C group 5 member B [Source:HGNC Symbol;Acc:HGNC:13308],51704
ENSG00000167216,0.219006768,0.917048539,0.148040477,0.380820136,0.967520988,0.52686513,0.253266837,-0.018933657,-0.272200494,82,73.5,82,KATNAL2,katanin catalytic subunit A1 like 2 [Source:HGNC Symbol;Acc:HGNC:25387],83473
ENSG00000163743,0.219100444,0.520108364,0.470345795,0.380933061,0.758951742,0.796242395,-0.094756791,-0.044001361,0.05075543,933,1073.5,921,RCHY1,ring finger and CHY zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17479],25898
ENSG00000064652,0.219328409,0.817776113,0.262831897,0.381279402,0.92772165,0.646329523,0.099326117,0.016504088,-0.082822029,232,222.5,213,SNX24,sorting nexin 24 [Source:HGNC Symbol;Acc:HGNC:21533],28966
ENSG00000128563,0.219380104,0.128262071,0.892540943,0.381319266,0.38351289,0.970665732,-0.099486705,-0.109446582,-0.009959876,371,374.5,384,PRKRIP1,PRKR interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21894],79706
ENSG00000056972,0.219419423,0.048018803,0.564855085,0.381337611,0.224854716,0.840156206,0.138968971,0.198666506,0.059697536,239,232.5,202,TRAF3IP2,TRAF3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:1343],10758
ENSG00000029363,0.219702368,0.061034962,0.635316924,0.381379376,0.257770148,0.874781519,0.068745836,0.092996823,0.024250987,2799,2738.5,2478,BCLAF1,BCL2 associated transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16863],9774
ENSG00000071994,0.21957138,0.502443221,0.488774618,0.381379376,0.74780369,0.805575997,-0.072328621,-0.035144478,0.037184142,637,634,625,PDCD2,programmed cell death 2 [Source:HGNC Symbol;Acc:HGNC:8762],5134
ENSG00000114388,0.219640432,0.146847734,0.945666358,0.381379376,0.411490257,0.986388902,-0.093642032,-0.098373898,-0.004731866,343,383,358,NPRL2,"NPR2 like, GATOR1 complex subunit [Source:HGNC Symbol;Acc:HGNC:24969]",10641
ENSG00000130193,0.219665102,0.36921408,0.636859631,0.381379376,0.648902433,0.875061409,-0.116501212,-0.075666578,0.040834634,448,479,441,THEM6,thioesterase superfamily member 6 [Source:HGNC Symbol;Acc:HGNC:29656],51337
ENSG00000148384,0.219507747,0.734666779,0.309742113,0.381379376,0.885085195,0.681196282,-0.091546025,-0.022483836,0.069062189,452,495.5,440,INPP5E,inositol polyphosphate-5-phosphatase E [Source:HGNC Symbol;Acc:HGNC:21474],56623
ENSG00000160862,0.219542605,0.187332388,0.947565823,0.381379376,0.469464171,0.987258733,-0.373575977,-0.355326253,0.018249724,1984,2442.5,2410,AZGP1,"alpha-2-glycoprotein 1, zinc-binding [Source:HGNC Symbol;Acc:HGNC:910]",563
ENSG00000196208,0.219584449,0.087831181,0.754220768,0.381379376,0.312562253,0.921825453,-0.219530044,-0.270520383,-0.050990339,288,344.5,325,GREB1,growth regulating estrogen receptor binding 1 [Source:HGNC Symbol;Acc:HGNC:24885],9687
ENSG00000255399,0.219698694,0.853272276,0.243945794,0.381379376,0.942731108,0.630218791,0.124072302,0.016553367,-0.107518935,589,525,559,TBX5-AS1,TBX5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27402],
ENSG00000256073,0.219602303,0.230127217,0.859151435,0.381379376,0.518495996,0.960881096,-0.23556419,-0.204611173,0.030953017,95,104,107,URB1-AS1,URB1 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:23128],
ENSG00000210195,0.219821897,0.002554667,0.111702354,0.381437027,0.038749685,0.469660041,-0.29269603,-0.636851818,-0.344155788,84,122.5,126,MT-TT,mitochondrially encoded tRNA-Thr (ACN) [Source:HGNC Symbol;Acc:HGNC:7499],
ENSG00000228672,0.219797411,0.08442594,0.740977253,0.381437027,0.305634814,0.918880331,-0.161663712,-0.201374402,-0.039710689,1884,2394.5,1961,PROB1,proline rich basic protein 1 [Source:HGNC Symbol;Acc:HGNC:41906],389333
ENSG00000242861,0.219807023,0.242747011,0.837179535,0.381437027,0.532004816,0.952660008,-0.175279661,-0.148623868,0.026655792,79,102.5,87,AL591895.1,novel transcript,
ENSG00000230896,0.21987154,0.879181507,0.233775289,0.381473237,0.953568438,0.62107395,0.158350748,0.017290734,-0.141060014,48,45,45,AL604028.1,novel transcript,
ENSG00000123104,0.219978903,0.429983236,0.563327679,0.381609569,0.696837749,0.839298784,0.156180715,0.088998421,-0.067182295,585,490,498,ITPR2,"inositol 1,4,5-trisphosphate receptor type 2 [Source:HGNC Symbol;Acc:HGNC:6181]",3709
ENSG00000084733,0.220085413,0.064441671,0.651403392,0.381743438,0.264636943,0.882064597,0.070173521,0.093773966,0.023600446,3170,3064.5,2741,RAB10,"RAB10, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9759]",10890
ENSG00000204390,0.220113663,0.07404008,0.693995612,0.381743438,0.284919984,0.900752586,0.189158693,0.24514251,0.055983817,76,61,58,HSPA1L,heat shock protein family A (Hsp70) member 1 like [Source:HGNC Symbol;Acc:HGNC:5234],3305
ENSG00000149346,0.22023524,0.424924236,0.571184492,0.381904326,0.69334136,0.844472098,0.133160374,0.076809624,-0.05635075,162,140.5,142,SLX4IP,SLX4 interacting protein [Source:HGNC Symbol;Acc:HGNC:16225],128710
ENSG00000112425,0.220285455,0.368824961,0.637849625,0.381941444,0.648586769,0.875061409,0.093098401,0.06046847,-0.032629931,1760,1649.5,1578,EPM2A,"EPM2A glucan phosphatase, laforin [Source:HGNC Symbol;Acc:HGNC:3413]",7957
ENSG00000005513,0.220367612,0.823909266,0.259458861,0.381983973,0.929975746,0.642804359,-0.307835829,-0.049850709,0.25798512,44,55,51,SOX8,SRY-box transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:11203],30812
ENSG00000147121,0.220346801,0.90853017,0.218311595,0.381983973,0.964399428,0.605725578,-0.09048397,-0.00757124,0.08291273,287,297,285,KRBOX4,KRAB box domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26007],55634
ENSG00000177042,0.220462875,0.083521717,0.735515636,0.382099142,0.303854941,0.917644912,0.183592213,0.229878792,0.046286578,267,277.5,262,TMEM80,transmembrane protein 80 [Source:HGNC Symbol;Acc:HGNC:27453],283232
ENSG00000094631,0.220685337,0.397010145,0.603708993,0.382378642,0.670894007,0.861873745,-0.096373876,-0.059135504,0.037238372,892,925.5,803,HDAC6,histone deacetylase 6 [Source:HGNC Symbol;Acc:HGNC:14064],10013
ENSG00000122965,0.220710671,0.268948855,0.790487627,0.382378642,0.557712338,0.934917876,0.07366909,0.059043266,-0.014625825,496,522.5,467,RBM19,RNA binding motif protein 19 [Source:HGNC Symbol;Acc:HGNC:29098],9904
ENSG00000139637,0.220656373,0.967323719,0.166906014,0.382378642,0.98755949,0.549382341,-0.084790066,0.002527328,0.087317394,412,452,382,C12orf10,chromosome 12 open reading frame 10 [Source:HGNC Symbol;Acc:HGNC:17590],60314
ENSG00000117481,0.220783312,0.399004874,0.602222009,0.38245451,0.673032598,0.861490694,0.087870141,0.053672254,-0.034197887,506,477.5,459,NSUN4,NOP2/Sun RNA methyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:31802],387338
ENSG00000197223,0.22088651,0.456093306,0.537105791,0.382564361,0.716401536,0.82852328,-0.126617683,-0.068434145,0.058183538,447,477,451,C1D,C1D nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:29911],10438
ENSG00000269028,0.220904442,0.014601558,0.301454135,0.382564361,0.110676301,0.675615251,-0.439803393,-0.776965723,-0.337162329,64,99,72,MTRNR2L12,MT-RNR2 like 12 [Source:HGNC Symbol;Acc:HGNC:37169],100462981
ENSG00000279088,0.221044638,0.175092469,0.982814569,0.382757154,0.451595499,0.996960466,-0.231629544,-0.227923767,0.003705777,88,107,100,AC022400.8,TEC,
ENSG00000107902,0.221074314,0.856358212,0.12949629,0.382758546,0.944251918,0.500172521,0.184015714,-0.024067491,-0.208083205,225,205.5,232,LHPP,phospholysine phosphohistidine inorganic pyrophosphate phosphatase [Source:HGNC Symbol;Acc:HGNC:30042],64077
ENSG00000132429,0.221187609,0.181831649,0.96447086,0.382904692,0.461347783,0.992664837,0.17551285,0.169678485,-0.005834365,717,620.5,574,POPDC3,popeye domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17649],64208
ENSG00000137802,0.221264608,0.790798674,0.278810074,0.382987976,0.914459148,0.661764329,-0.116177102,-0.02237224,0.093804862,549,615.5,537,MAPKBP1,mitogen-activated protein kinase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29536],23005
ENSG00000198231,0.221355869,0.108033741,0.825435301,0.383045914,0.351030223,0.948641604,0.068392714,0.079652403,0.01125969,2895,2887,2601,DDX42,DEAD-box helicase 42 [Source:HGNC Symbol;Acc:HGNC:18676],11325
ENSG00000273038,0.221334486,0.434350202,0.563331114,0.383045914,0.700009122,0.839298784,-0.228557731,-0.130509333,0.098048398,49,56.5,45,AL365203.2,novel transcript,
ENSG00000187550,0.221501953,0.30193225,0.735874109,0.38324868,0.588548131,0.917644912,-0.717020486,-0.536931904,0.180088582,9,54.5,48,SBK2,SH3 domain binding kinase family member 2 [Source:HGNC Symbol;Acc:HGNC:34416],646643
ENSG00000022277,0.221629969,0.018853557,0.344293674,0.383352916,0.128240944,0.711726375,0.046977738,0.080244443,0.033266705,1389,1361,1252,RTF2,replication termination factor 2 [Source:HGNC Symbol;Acc:HGNC:15890],51507
ENSG00000108578,0.221645009,0.124780296,0.876640586,0.383352916,0.378278616,0.965396639,0.067076225,0.074878887,0.007802662,573,567,517,BLMH,bleomycin hydrolase [Source:HGNC Symbol;Acc:HGNC:1059],642
ENSG00000188846,0.221648948,0.468372118,0.524995953,0.383352916,0.726023555,0.824144756,-0.089109082,-0.046838343,0.042270739,5596,5706.5,5653,RPL14,ribosomal protein L14 [Source:HGNC Symbol;Acc:HGNC:10305],9045
ENSG00000256294,0.221780575,0.279570607,0.778337908,0.383530535,0.567385105,0.931245174,-0.095212378,-0.07526687,0.019945508,169,177,166,AC021092.2,zinc finger protein 225 [Source:NCBI gene;Acc:7768],7768
ENSG00000186318,0.222207253,0.675037092,0.352525823,0.384168173,0.853209089,0.718909866,0.082901482,0.025231835,-0.057669648,708,696,652,BACE1,beta-secretase 1 [Source:HGNC Symbol;Acc:HGNC:933],23621
ENSG00000187653,0.222200164,0.01645175,0.318664106,0.384168173,0.118603561,0.688594956,-0.176190221,-0.306862497,-0.130672276,151,175,184,TMSB4XP8,TMSB4X pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:11885],
ENSG00000188171,0.22223736,0.318789786,0.714439684,0.384170124,0.603053109,0.910792086,-0.132715049,-0.0965219,0.03619315,166,172.5,153,ZNF626,zinc finger protein 626 [Source:HGNC Symbol;Acc:HGNC:30461],199777
ENSG00000172667,0.222283137,0.730386812,0.315841681,0.384199159,0.882697905,0.686074581,0.13430266,0.033579654,-0.100723006,951,877.5,882,ZMAT3,zinc finger matrin-type 3 [Source:HGNC Symbol;Acc:HGNC:29983],64393
ENSG00000240972,0.222395574,0.920081519,0.215177265,0.384343388,0.968494021,0.601410012,0.437447192,0.031781781,-0.405665411,93,64.5,92,MIF,macrophage migration inhibitory factor [Source:HGNC Symbol;Acc:HGNC:7097],4282
ENSG00000142556,0.222426673,0.552029831,0.448381588,0.384347029,0.780947547,0.78481578,-0.105251097,-0.04564967,0.059601427,295,341.5,309,ZNF614,zinc finger protein 614 [Source:HGNC Symbol;Acc:HGNC:24722],80110
ENSG00000113141,0.222833041,0.068284421,0.663693532,0.384970578,0.27390214,0.886088743,0.073589083,0.097556514,0.023967431,2157,2103,1863,IK,IK cytokine [Source:HGNC Symbol;Acc:HGNC:5958],3550
ENSG00000138696,0.222845607,0.426428016,0.573221875,0.384970578,0.693723918,0.846330593,0.297686197,0.171769924,-0.125916273,75,67.5,58,BMPR1B,bone morphogenetic protein receptor type 1B [Source:HGNC Symbol;Acc:HGNC:1077],658
ENSG00000275023,0.222899615,0.781969118,0.285817981,0.385013706,0.910537889,0.665513649,0.079831713,0.016054767,-0.063776945,4025,4078.5,3778,MLLT6,"MLLT6, PHD finger containing [Source:HGNC Symbol;Acc:HGNC:7138]",4302
ENSG00000267321,0.222993588,0.666526315,0.360897887,0.385125846,0.84930213,0.725132356,0.158558965,0.049573294,-0.10898567,79,72,78,SNHG30,small nucleolar RNA host gene 30 [Source:HGNC Symbol;Acc:HGNC:52836],
ENSG00000114383,0.223129102,0.724454763,0.321296979,0.385309693,0.880140835,0.690444241,0.08811428,0.022591245,-0.065523036,572,551.5,538,TUSC2,"tumor suppressor 2, mitochondrial calcium regulator [Source:HGNC Symbol;Acc:HGNC:17034]",11334
ENSG00000134780,0.223241498,0.401918463,0.603421345,0.385453574,0.675314711,0.861835463,-0.196445618,-0.120171211,0.076274407,142,152,127,DAGLA,diacylglycerol lipase alpha [Source:HGNC Symbol;Acc:HGNC:1165],747
ENSG00000226210,0.223319102,0.966819084,0.16892388,0.385537354,0.987299383,0.550894359,-0.328193612,0.009942341,0.338135952,240,334,241,WASH8P,"WAS protein family homolog 8, pseudogene [Source:HGNC Symbol;Acc:HGNC:53913]",
ENSG00000148572,0.223634155,0.67746997,0.353496264,0.386030989,0.855028503,0.719539262,0.107529683,0.032557747,-0.074971936,270,247.5,245,NRBF2,nuclear receptor binding factor 2 [Source:HGNC Symbol;Acc:HGNC:19692],29982
ENSG00000154359,0.223740146,0.803870723,0.275114506,0.386163666,0.921356026,0.658506575,0.116127348,0.020988401,-0.095138947,387,360,381,LONRF1,LON peptidase N-terminal domain and ring finger 1 [Source:HGNC Symbol;Acc:HGNC:26302],91694
ENSG00000065357,0.223882694,0.487433009,0.511650856,0.386258834,0.738418398,0.817440393,-0.158442649,-0.080644743,0.077797906,116,131,109,DGKA,diacylglycerol kinase alpha [Source:HGNC Symbol;Acc:HGNC:2849],1606
ENSG00000148362,0.223843307,0.845255366,0.127609865,0.386258834,0.939423477,0.497273361,-0.131287015,0.018765422,0.150052437,242,255.5,230,PAXX,PAXX non-homologous end joining factor [Source:HGNC Symbol;Acc:HGNC:27849],286257
ENSG00000280852,0.223880242,0.146692704,0.936754653,0.386258834,0.411229684,0.983095187,0.189950209,0.201383407,0.011433198,53,51.5,50,AC025048.6,"adaptor-related protein complex 1, sigma 2 subunit (AP1S2) pseudogene",
ENSG00000107796,0.223954541,0.642677396,0.3773676,0.386332512,0.836171054,0.738513379,-0.281790064,-0.09522965,0.186560414,1652,1978,1728,ACTA2,"actin alpha 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:130]",59
ENSG00000066583,0.224021425,0.202280077,0.924485768,0.38639761,0.485538109,0.978515595,-0.161977638,-0.15046272,0.011514917,2358,2935.5,2619,ISOC1,isochorismatase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24254],51015
ENSG00000069509,0.224113449,0.12333237,0.868406801,0.386455775,0.375434495,0.96411881,-0.104289431,-0.117239563,-0.012950132,728,765,719,FUNDC1,FUN14 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28746],139341
ENSG00000239521,0.224108002,0.020451929,0.357184135,0.386455775,0.13428986,0.721387885,-0.261912407,-0.442368401,-0.180455994,172,229.5,216,CASTOR3,CASTOR family member 3 [Source:HGNC Symbol;Acc:HGNC:29954],352954
ENSG00000092841,0.224352063,0.908236503,0.148720372,0.386740238,0.964370054,0.527016235,-0.11630066,0.009776856,0.126077516,2608,2773,2467,MYL6,myosin light chain 6 [Source:HGNC Symbol;Acc:HGNC:7587],4637
ENSG00000164306,0.224365933,0.669317832,0.359590476,0.386740238,0.849983103,0.723272787,-0.123750985,-0.038695013,0.085055972,269,294.5,272,PRIMPOL,primase and DNA directed polymerase [Source:HGNC Symbol;Acc:HGNC:26575],201973
ENSG00000164850,0.224345012,0.382284613,0.629978547,0.386740238,0.660572651,0.872518498,-0.192060283,-0.122740672,0.069319611,139,151,131,GPER1,G protein-coupled estrogen receptor 1 [Source:HGNC Symbol;Acc:HGNC:4485],2852
ENSG00000132471,0.22445956,0.300574756,0.744322786,0.386851324,0.587646492,0.919971493,0.07102719,0.053625649,-0.017401541,3437,3369,3136,WBP2,WW domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12738],23558
ENSG00000138400,0.224548203,0.440458679,0.563907268,0.386953793,0.703937397,0.839680703,-0.162866207,-0.092590749,0.070275458,64,74.5,67,MDH1B,malate dehydrogenase 1B [Source:HGNC Symbol;Acc:HGNC:17836],130752
ENSG00000135624,0.224618222,0.303707943,0.739769475,0.387024145,0.590706601,0.918719748,0.063950677,0.047988443,-0.015962234,4304,4201.5,3846,CCT7,chaperonin containing TCP1 subunit 7 [Source:HGNC Symbol;Acc:HGNC:1622],10574
ENSG00000155158,0.224701673,0.554562115,0.45024055,0.387030783,0.782859116,0.785431256,-0.169289132,-0.073464993,0.09582414,111,127,98,TTC39B,tetratricopeptide repeat domain 39B [Source:HGNC Symbol;Acc:HGNC:23704],158219
ENSG00000163815,0.224709658,0.288750019,0.763724514,0.387030783,0.576413041,0.92546417,-0.348569087,-0.269908555,0.078660531,267,352,338,CLEC3B,C-type lectin domain family 3 member B [Source:HGNC Symbol;Acc:HGNC:11891],7123
ENSG00000204116,0.22470777,0.662945389,0.079488852,0.387030783,0.847590608,0.407075699,0.112189657,-0.035649295,-0.147838953,791,750.5,765,CHIC1,cysteine rich hydrophobic domain 1 [Source:HGNC Symbol;Acc:HGNC:1934],53344
ENSG00000165879,0.224797641,0.698098276,0.340749343,0.387132025,0.866045562,0.709377205,-0.168252461,-0.047986494,0.120265968,99,118,106,FRAT1,FRAT regulator of WNT signaling pathway 1 [Source:HGNC Symbol;Acc:HGNC:3944],10023
ENSG00000163634,0.224866024,0.111763368,0.829947131,0.387149206,0.356422171,0.949836454,-0.11227076,-0.130379483,-0.018108723,1105,1184.5,1184,THOC7,THO complex 7 [Source:HGNC Symbol;Acc:HGNC:29874],80145
ENSG00000248008,0.224855967,0.331938924,0.699336714,0.387149206,0.615801052,0.903351972,0.190047823,0.134563774,-0.05548405,88,74,75,NRAV,negative regulator of antiviral response [Source:HGNC Symbol;Acc:HGNC:48588],
ENSG00000138735,0.225047597,0.81039473,0.117985254,0.387411504,0.924322717,0.481419057,-0.202071122,0.035436275,0.237507397,574,658.5,533,PDE5A,phosphodiesterase 5A [Source:HGNC Symbol;Acc:HGNC:8784],8654
ENSG00000157823,0.225181355,0.500432615,0.500266879,0.387541117,0.746111943,0.812020807,0.078833245,0.038817998,-0.040015247,909,871.5,842,AP3S2,adaptor related protein complex 3 subunit sigma 2 [Source:HGNC Symbol;Acc:HGNC:571],10239
ENSG00000164078,0.225161038,0.292440365,0.760176486,0.387541117,0.579960578,0.924488438,-0.300683821,-0.231887394,0.068796427,68,89.5,86,MST1R,macrophage stimulating 1 receptor [Source:HGNC Symbol;Acc:HGNC:7381],4486
ENSG00000065491,0.225380821,0.114528273,0.83395241,0.387783717,0.360879991,0.951519675,0.081083105,0.093959502,0.012876397,277,279.5,237,TBC1D22B,TBC1 domain family member 22B [Source:HGNC Symbol;Acc:HGNC:21602],55633
ENSG00000132670,0.225362258,0.675316877,0.082479008,0.387783717,0.853367251,0.412814514,-0.075525744,0.023208593,0.098734336,739,871,717,PTPRA,protein tyrosine phosphatase receptor type A [Source:HGNC Symbol;Acc:HGNC:9664],5786
ENSG00000019505,0.225478985,0.117421698,0.847788801,0.387787083,0.36610053,0.956766505,-0.518546711,-0.593375678,-0.074828967,117,246.5,187,SYT13,synaptotagmin 13 [Source:HGNC Symbol;Acc:HGNC:14962],57586
ENSG00000139291,0.225503573,0.776345026,0.292945231,0.387787083,0.908175024,0.671271356,0.082788966,0.017192886,-0.06559608,778,709,700,TMEM19,transmembrane protein 19 [Source:HGNC Symbol;Acc:HGNC:25605],55266
ENSG00000149179,0.225529035,0.155384247,0.956600551,0.387787083,0.424508339,0.990135748,0.091167815,0.094917796,0.003749981,334,325,297,C11orf49,chromosome 11 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:28720],79096
ENSG00000176871,0.225514009,0.820269437,0.121378804,0.387787083,0.928396818,0.487870204,0.075687987,-0.012565979,-0.088253965,2413,2209,2295,WSB2,WD repeat and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:19222],55884
ENSG00000180773,0.22546695,0.151698206,0.946841038,0.387787083,0.419061856,0.987046602,-0.15055114,-0.158085516,-0.007534375,200,241.5,226,SLC36A4,solute carrier family 36 member 4 [Source:HGNC Symbol;Acc:HGNC:19660],120103
ENSG00000138381,0.225602716,0.359224692,0.661818662,0.387863468,0.640265606,0.885876573,-0.105053607,-0.070480286,0.034573321,1047,1084,1051,ASNSD1,asparagine synthetase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24910],54529
ENSG00000139160,0.225708554,0.603750143,0.4117055,0.387963293,0.813406061,0.760476148,-0.089053489,-0.034057822,0.054995667,248,257,233,ETFBKMT,electron transfer flavoprotein subunit beta lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:28739],254013
ENSG00000169635,0.225719309,0.449381422,0.5551569,0.387963293,0.711279692,0.834186806,0.134839448,0.074615946,-0.060223502,112,113,105,HIC2,HIC ZBTB transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:18595],23119
ENSG00000214189,0.22583581,0.946623833,0.207593448,0.388113214,0.979217127,0.593245601,0.145671589,0.007117873,-0.138553716,140,123.5,129,ZNF788P,"zinc finger family member 788, pseudogene [Source:HGNC Symbol;Acc:HGNC:33112]",
ENSG00000115020,0.225931323,0.313233737,0.727972601,0.388227032,0.598003982,0.914518456,0.113567287,0.08378876,-0.029778527,1135,1077,1023,PIKFYVE,"phosphoinositide kinase, FYVE-type zinc finger containing [Source:HGNC Symbol;Acc:HGNC:23785]",200576
ENSG00000110651,0.226150393,0.76908672,0.106952517,0.388553105,0.904282275,0.462252567,-0.085605042,0.01839435,0.103999391,8631,9024.5,8143,CD81,CD81 molecule [Source:HGNC Symbol;Acc:HGNC:1701],975
ENSG00000147475,0.226315002,0.132447302,0.89145545,0.388785537,0.391207938,0.970201536,-0.075504945,-0.083267157,-0.007762212,1383,1442,1350,ERLIN2,ER lipid raft associated 2 [Source:HGNC Symbol;Acc:HGNC:1356],11160
ENSG00000177613,0.226385841,0.113352272,0.831239673,0.388856841,0.359070745,0.950223708,0.072350338,0.083998462,0.011648124,1025,1068.5,955,CSTF2T,cleavage stimulation factor subunit 2 tau variant [Source:HGNC Symbol;Acc:HGNC:17086],23283
ENSG00000125844,0.226611196,0.734878655,0.318907186,0.389193499,0.885212891,0.688689981,-0.149221022,-0.037040641,0.112180381,1186,1344,1099,RRBP1,ribosome binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10448],6238
ENSG00000198730,0.226706633,0.66303835,0.367360395,0.389256551,0.847627715,0.730916518,0.079718655,0.025457032,-0.054261623,1282,1300.5,1189,CTR9,"CTR9 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:16850]",9646
ENSG00000227258,0.226705093,0.00023859,0.024010578,0.389256551,0.008359494,0.238557268,-0.274023655,-0.735424757,-0.461401102,57,72.5,82,SMIM2-AS1,SMIM2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42674],
ENSG00000108590,0.226953396,0.686532583,0.352037251,0.389598516,0.858781133,0.718726124,-0.127911335,-0.038149989,0.089761346,130,144,139,MED31,mediator complex subunit 31 [Source:HGNC Symbol;Acc:HGNC:24260],51003
ENSG00000111906,0.227023349,0.127079028,0.874342998,0.389598516,0.381841949,0.964725098,-0.114319239,-0.127960414,-0.013641175,1105,1185.5,1123,HDDC2,HD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21078],51020
ENSG00000136451,0.226995409,0.981222444,0.177914327,0.389598516,0.993316676,0.563744302,-0.063375508,0.001095608,0.064471115,1969,2183.5,1916,VEZF1,vascular endothelial zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:12949],7716
ENSG00000160352,0.22697447,0.147157137,0.932029958,0.389598516,0.41174803,0.981485515,-0.205521901,-0.218727216,-0.013205314,177,239,203,ZNF714,zinc finger protein 714 [Source:HGNC Symbol;Acc:HGNC:27124],148206
ENSG00000168385,0.227193307,0.028225703,0.419864497,0.389839719,0.164406042,0.766880132,0.091226422,0.146822985,0.055596562,7021,6430,5766,SEPTIN2,septin 2 [Source:HGNC Symbol;Acc:HGNC:7729],4735
ENSG00000111404,0.227227875,0.972449511,0.196715296,0.389848575,0.990065288,0.582891076,-0.38739357,-0.009862696,0.377530874,51,60,44,RERGL,RERG like [Source:HGNC Symbol;Acc:HGNC:26213],79785
